´Ü¾î,Á¡¼ö
ÆÄ´Ú°Å¸®´Ù,0
ÆÄ´ÚÀÌ´Ù,0
ÆÄµµ,0
ÆÄµµÄ¡´Ù,0
ÆÄ·¡Áö´Ù,-1
ÆÄ¸Ô´Ù,0
ÆÄ¸ÔÈ÷´Ù,0
ÆÄ¸é,0
ÆÄ¹¯´Ù,0
ÆÄ¹¯È÷´Ù,0
ÆÄ½Ã,0
ÆÄ¿©Áö´Ù,0
ÆÄ¿À,0
ÆÄÀÌ,0
ÆÄÀÌ´Ù,0
ÆÄÁÖ,0
ÆÄÁö´Ù,0
ÆÄÇìÄ¡´Ù,0
ÆÇ´Ù,0
ÆÇ´Ü,0
ÆÇÀÌ,0
ÆÇÁö,0
ÆÇÄ¡´Ù,0
ÆÇÇÏ,0
ÆÈ´Ù,0
ÆÈµü°Å¸®´Ù,0
ÆÈµüÀÌ´Ù,0
ÆÈ¶ô°Å¸®´Ù,0
ÆÈ¶ôÀÌ´Ù,0
ÆÈ¶û°Å¸®´Ù,0
ÆÈ¶û´ë´Ù,0
ÆÈ¶ûÀÌ´Ù,0
ÆÈ¸®´Ù,0
ÆÈÀ½,0
ÆÈÁö¸¶´Ù,0
ÆÎÆÎ°Å¸®´Ù,0
ÆÛ³»´Ù,0
ÆÛ´ö°Å¸®´Ù,0
ÆÛ´öÀÌ´Ù,0
ÆÛº×´Ù,0
ÆÛ¼®°Å¸®´Ù,0
ÆÛÁö´Ù,0
ÆÞ¶±°Å¸®´Ù,0
ÆÞ¶±´ë´Ù,0
ÆÞ¶±ÀÌ´Ù,0
ÆÞ·°°Å¸®´Ù,0
ÆÞ·°´ë´Ù,0
ÆÞ·°ÀÌ´Ù,0
ÆÞ··ÀÌ´Ù,0
ÆÞÂ½°Å¸®´Ù,0
Æì³»´Ù,0
Æì´Ù,0
ÆíÀÌ,0
ÆíÀü,0
ÆíÁÖ,0
ÆíÁö,0
ÆîÃÄÁö´Ù,0
ÆîÄ¡´Ù,0
Æ÷°³´Ù,0
Çª³×,0
Çª´Ù,0
Çª¼®°Å¸®´Ù,-1
Çª¼®´ë´Ù,-1
Ç«½¬´Ù,0
Ç®´Ù,0
Ç®¸®´Ù,0
Ç®½â°Å¸®´Ù,0
Ç®¾îÁö´Ù,0
Ç®ÀÌ,0
Ç®Á×´Ù,-1
Ç®Ç®°Å¸®´Ù,-1
Ç®Ç®´ë´Ù,-1
Ç°´Ù,0
Ç³±â,0
Ç³±â´Ù,0
Ç³µ¢°Å¸®´Ù,0
ÇÇ°í,0
ÇÇ´Ù,0
ÇÇ´õ,0
ÇÇ¾î,0
ÇÇ¿ì´Ù,0
ÇÇ¿ìÁö,0
ÇÇÀÚ,0
ÇÇÇÏ,0
ÇÊ¼ö,0
ÇÊ¿ä,0
ÇÏ°í°¡,0
ÇÏ°í´Â,0
ÇÏ°íµµ,0
ÇÏ°í¶óµµ,0
ÇÏ°í¸¸,0
ÇÏ°í¾ß,0
ÇÏ°íÀÇ,0
ÇÏ°íÇÁ´Ù,0
ÇÏ±¸·Î,0
ÇÏ±â´Â,0
ÇÏ±â¾ß,0
ÇÏ³ë,0
ÇÏ³ëÀÌ,0
ÇÏ´Ã°Å¸®´Ù,1
ÇÏ´Ã´ë´Ù,0
ÇÏ´Ï,0
ÇÏ´Ï¾Æ,0
ÇÏ´ÏÁö,0
ÇÏ´Ù,0
ÇÏµ¿´ë´Ù,0
ÇÏµç,0
ÇÏ¸¶,0
ÇÏ¹Ç´Ù,0
ÇÏºñ,0
ÇÏºñ´Ù,0
ÇÏ½Å±â,0
ÇÏ¾êÁö´Ù,1
ÇÏ¿©°¡,0
ÇÏ¿©Áø,0
ÇÏ¿É´Ù,0
ÇÏÀÚ,0
ÇÏÁö¸¸,-1
ÇÏÁö½Ã,0
ÇÏÁø,0
ÇÑ°è,0
ÇÑ³ª,0
ÇÑ³­,0
ÇÑ´«ÆÈ´Ù,0
ÇÑ´Ù´Â,0
ÇÑ´Ü,0
ÇÑ´ç,0
ÇÑµ¥,0
ÇÑµé°Å¸®´Ù,0
ÇÑµé´ë´Ù,0
ÇÑ¹°°¡´Ù,0
ÇÑ¼ûÁþ´Ù,-1
ÇÑ½Ã,0
ÇÑ¿ì,0
ÇÑÀÎ,0
ÇÑÀÚ,0
ÇÑÁ¤½ÃÅ°´Ù,0
ÇÑÁö,0
ÇÑÁø,0
ÇÑÇØ,0
ÇÒ±â´Ù,0
ÇÒ²û´ë´Ù,-1
ÇÒµü°Å¸®´Ù,-1
ÇÒµü´ë´Ù,-1
ÇÒµüÀÌ´Ù,-1
ÇÒÀÎ,0
ÇÒÄû´Ù,-1
ÇÓ´Ù,0
ÇÔ¾È,0
ÇÕÄ¡´Ù,0
ÇØ°í,0
ÇØ±¸,0
ÇØ±º,0
ÇØ±â,0
ÇØ³ª,0
ÇØ³­,0
ÇØ³»´Ù,1
ÇØ´Ï,0
ÇØ´Þ¶ó´Ù,0
ÇØ´ä,0
ÇØ´ç,0
ÇØ´ë,0
ÇØµµ,0
ÇØµå¸®´Ù,0
ÇØ¶û,0
ÇØ·Ó´Ù,0
ÇØ¸®,0
ÇØ¸¶,0
ÇØ¸¶´Ù,0
ÇØ¸¸,0
ÇØ¸¸ÀÌ,0
ÇØ¸é,0
ÇØº¸´Ù,0
ÇØºÃ´Ù,0
ÇØ»ç,0
ÇØ¼Ò,0
ÇØ¼ö,0
ÇØ½Ã,0
ÇØ½Å,0
ÇØ½Ê,0
ÇØ¾È,0
ÇØ¾îÁö´Ù,0
ÇØ¿À,0
ÇØ¿À´Ù,0
ÇØ¿À¸®,0
ÇØ¿ÀÀÌ,0
ÇØ¿ì,0
ÇØ¿ì¼Ò,0
ÇØ¿î,0
ÇØÀÌ,0
ÇØÀÎ,0
ÇØÀÚ,0
ÇØÀü,0
ÇØÁÖ,0
ÇØÁÖ´Ù,0
ÇØÁÖ½Ã,0
ÇØÁö,0
ÇØÁø,0
ÇØÄ¡,0
ÇØÄ¡´Ù,0
ÇØÄ§,0
ÇØÇÏ,0
ÇØÇØ,0
ÇàÇØÁö´Ù,0
Çã±âÁö´Ù,0
Çã´Ï,0
Çã´Ù,0
Çã´ç,-1
Çã´ö°Å¸®´Ù,-1
Çã´ö´ë´Ù,-1
Çã´öÀÌ´Ù,-1
ÇãµÕ°Å¸®´Ù,-1
ÇãµÕ´ë´Ù,-1
Çã¸®,0
Çãºñ´Ù,0
Çã¿ìÀû°Å¸®´Ù,-1
Çã¿ìÀû´ë´Ù,-1
Çã¿ìÀûÀÌ´Ù,-1
ÇäÇä°Å¸®´Ù,0
ÇäÇä´ë´Ù,0
Çæ´Ù,-1
Çæ¶±°Å¸®´Ù,-1
Çæ¶±´ë´Ù,-1
Çæ¶±ÀÌ´Ù,-1
Çæ¶â´Ù,-1
Çæ··ÀÌ´Ù,-1
Çè·Î,0
Çêµðµð´Ù,-1
ÇëÅ¬´Ù,-1
ÇëÅ¬¸®´Ù,-1
ÇëÅ¬¾î¶ß¸®´Ù,-1
ÇëÅ¬¾îÁö´Ù,-1
Çì¸Å´Ù,-1
Çì¾Æ¸®´Ù,0
Çì¾îÁö´Ù,0
ÇìÁý´Ù,-1
ÇìÄ¡´Ù,-1
È£·Î·Ï´ë´Ù,-1
È£¸®´Ù,-1
È£¸²,0
È£ºñ´Ù,0
È¥³ª´Ù,-2
È¥³»´Ù,-2
È¨Å°´Ù,0
È¨ÆÄ´Ù,0
È¨ÆÐ´Ù,0
È­³ª´Ù,-2
È°¹ßÇØÁö´Ù,2
ÈÄ·ÁÄ¡´Ù,-2
ÈÄ¸®´Ù,-1
ÈÄº­ÆÄ´Ù,-1
ÈÄºñ´Ù,-1
ÈÈ´Ù,0
ÈÉÄ¡´Ù,-1
ÈÖ°¨´Ù,0
ÈÖ³¯¸®´Ù,0
ÈÖµÎ¸£´Ù,0
ÈÖµÕ±×·¹Áö´Ù,2
ÈÖÀû°Å¸®´Ù,0
ÈÖÀûÀÌ´Ù,0
ÈÖÁ¤°Å¸®´Ù,-1
ÈÖÃ»°Å¸®´Ù,-1
ÈÖÃ»´ë´Ù,-1
ÈÖÃ»ÀÌ´Ù,-1
ÈÛ½Î´Ù,0
ÈÛ½ÎÀÌ´Ù,0
Èäº¸´Ù,-2
Èå·ÁÁö´Ù,0
Èå¸£´Ù,0
Èå¸®´Ù,0
Èçµé´Ù,0
Èçµé¸®´Ù,0
Èê°Üº¸´Ù,0
Èê·¯°¡´Ù,0
Èê·¯³ª¿À´Ù,0
Èê·¯³»¸®´Ù,0
Èê¸®´Ù,0
Èï¾ó°Å¸®´Ù,2
ÈïÀÌ³ª´Ù,2
Èð³¯¸®´Ù,0
Èð´Ù,0
Èð¾îÁö´Ù,0
È÷Æ®Ä¡´Ù,2
Èú²û°Å¸®´Ù,0
Èú²ý°Å¸®´Ù,0
Èû³»´Ù,0
ÈûºüÁö´Ù,0
Èû¾²´Ù,0
ÈûÁÖ´Ù,0
ÇÏ¸ð,0
ÈÞ,-1
¾Ó,1
¿Í¾Æ,2
¾îÈÞ,-2
ÈÄ¿ì,-1
À¸À½,0
ÇÏÇÏ,1
ÈÄÈÄ,0
¾ÆÀÌ°í,0
¿Í,1
¾Æ¹«·Å,0
ÇÏ¾Æ,-1
¾ß,0
ÂmÇì,2
¾Æ,0
ÇãÇã,0
¹¹,-1
¾î¾î,-1
ÇÏ¾Ç,-1
È£¿¡,0
¾ÆÀ×,1
¾î¸¶,0
¿ì¿Í,1
Ä¡,-1
¿¡±×,-1
Âm,1
¾ÆÀÌ±¸,-1
ÃÂ,-1
¾î¸Þ,-1
±î²á,1
¿ÀÈ£,2
Èí,0
¿¡Å©,0
¿¡±¸,0
¿©º¸¼¼¿ä,0
Çì¿¡,1
ÇÏ,0
¿¨,0
ÇìÇì,1
¿À¿À,1
½¬,0
Â÷·Ç,0
Å©Å©,1
¾Æ¿À,-1
¾Æ¿õ,0
¿¢,-1
¾ÆÀÚ,2
¾û,0
ÀÀ°¡,0
¿ì¾Æ,1
¸¿¼Ò»ç,-1
¿À,1
ÈåÀ½,0
¾ÆÀÌÄí,-1
Á¤¸»,0
¿ì¿ì,0
¿¡Çì,0
ÇìÇò,1
¿¡ÀÕ,0
ÆR,1
À¸¾Æ,-1
ÇÃ,0
